"Date","Time","Test Total Time",
04/12/10,14:32:37,(hh:mm:ss): 5:15:16,
,,,
"Rated Capacity","Tested Capacity",,
1.60 Ah,1.31 Ah,,
,,,
"Cells","Battery Type","Battery Weight",
1,Li-ion,1.000 kg,
,,,
"Test Current","Graph Type",,
0.250 Amps,AmpHrs,,
,,,
"Test","Time","Voltage","Current"
"Seidio1600mAh_N1_0a_250mA",1867,3.97,0.251
"Seidio1600mAh_N1_0a_250mA",1868,3.97,0.251
"Seidio1600mAh_N1_0a_250mA",1869,3.97,0.251
"Seidio1600mAh_N1_0a_250mA",1870,3.97,0.249
"Seidio1600mAh_N1_0a_250mA",1871,3.97,0.251
"Seidio1600mAh_N1_0a_250mA",1872,3.97,0.251
"Seidio1600mAh_N1_0a_250mA",1873,3.97,0.248
"Seidio1600mAh_N1_0a_250mA",1874,3.97,0.249
"Seidio1600mAh_N1_0a_250mA",1875,3.97,0.251
"Seidio1600mAh_N1_0a_250mA",1876,3.97,0.251
"Seidio1600mAh_N1_0a_250mA",1877,3.97,0.251
"Seidio1600mAh_N1_0a_250mA",1878,3.97,0.248
"Seidio1600mAh_N1_0a_250mA",1879,3.97,0.251
"Seidio1600mAh_N1_0a_250mA",1880,3.97,0.251
"Seidio1600mAh_N1_0a_250mA",1881,3.97,0.248
"Seidio1600mAh_N1_0a_250mA",1882,3.97,0.251
"Seidio1600mAh_N1_0a_250mA",1883,3.97,0.251
"Seidio1600mAh_N1_0a_250mA",1884,3.97,0.251
"Seidio1600mAh_N1_0a_250mA",1885,3.97,0.251
"Seidio1600mAh_N1_0a_250mA",1886,3.97,0.251
"Seidio1600mAh_N1_0a_250mA",1887,3.97,0.251
"Seidio1600mAh_N1_0a_250mA",1888,3.97,0.248
"Seidio1600mAh_N1_0a_250mA",1889,3.97,0.249
"Seidio1600mAh_N1_0a_250mA",1890,3.97,0.251
"Seidio1600mAh_N1_0a_250mA",1891,3.97,0.251
"Seidio1600mAh_N1_0a_250mA",1892,3.97,0.251
"Seidio1600mAh_N1_0a_250mA",1893,3.97,0.249
"Seidio1600mAh_N1_0a_250mA",1894,3.97,0.251
"Seidio1600mAh_N1_0a_250mA",1895,3.97,0.251
"Seidio1600mAh_N1_0a_250mA",1896,3.97,0.248
"Seidio1600mAh_N1_0a_250mA",1897,3.97,0.249
"Seidio1600mAh_N1_0a_250mA",1898,3.97,0.251
"Seidio1600mAh_N1_0a_250mA",1899,3.97,0.251
"Seidio1600mAh_N1_0a_250mA",1900,3.97,0.251
"Seidio1600mAh_N1_0a_250mA",1901,3.97,0.248
"Seidio1600mAh_N1_0a_250mA",1902,3.97,0.251
"Seidio1600mAh_N1_0a_250mA",1903,3.97,0.251
"Seidio1600mAh_N1_0a_250mA",1904,3.97,0.249
"Seidio1600mAh_N1_0a_250mA",1905,3.97,0.249
"Seidio1600mAh_N1_0a_250mA",1906,3.97,0.251
"Seidio1600mAh_N1_0a_250mA",1907,3.97,0.251
"Seidio1600mAh_N1_0a_250mA",1908,3.97,0.251
"Seidio1600mAh_N1_0a_250mA",1909,3.97,0.249
"Seidio1600mAh_N1_0a_250mA",1910,3.97,0.251
"Seidio1600mAh_N1_0a_250mA",1911,3.97,0.251
"Seidio1600mAh_N1_0a_250mA",1912,3.97,0.248
"Seidio1600mAh_N1_0a_250mA",1913,3.97,0.251
"Seidio1600mAh_N1_0a_250mA",1914,3.97,0.251
"Seidio1600mAh_N1_0a_250mA",1915,3.97,0.251
"Seidio1600mAh_N1_0a_250mA",1916,3.97,0.251
"Seidio1600mAh_N1_0a_250mA",1917,3.97,0.249
"Seidio1600mAh_N1_0a_250mA",1918,3.97,0.251
"Seidio1600mAh_N1_0a_250mA",1919,3.97,0.248
"Seidio1600mAh_N1_0a_250mA",1920,3.97,0.251
"Seidio1600mAh_N1_0a_250mA",1921,3.97,0.251
"Seidio1600mAh_N1_0a_250mA",1922,3.97,0.251
"Seidio1600mAh_N1_0a_250mA",1923,3.97,0.251
"Seidio1600mAh_N1_0a_250mA",1924,3.97,0.248
"Seidio1600mAh_N1_0a_250mA",1925,3.97,0.251
"Seidio1600mAh_N1_0a_250mA",1926,3.97,0.251
"Seidio1600mAh_N1_0a_250mA",1927,3.97,0.251
"Seidio1600mAh_N1_0a_250mA",1928,3.97,0.251
"Seidio1600mAh_N1_0a_250mA",1929,3.97,0.251
"Seidio1600mAh_N1_0a_250mA",1930,3.97,0.251
"Seidio1600mAh_N1_0a_250mA",1931,3.97,0.249
"Seidio1600mAh_N1_0a_250mA",1932,3.97,0.248
"Seidio1600mAh_N1_0a_250mA",1933,3.97,0.251
"Seidio1600mAh_N1_0a_250mA",1934,3.97,0.249
"Seidio1600mAh_N1_0a_250mA",1935,3.97,0.249
"Seidio1600mAh_N1_0a_250mA",1936,3.97,0.251
"Seidio1600mAh_N1_0a_250mA",1937,3.97,0.251
"Seidio1600mAh_N1_0a_250mA",1938,3.97,0.251
"Seidio1600mAh_N1_0a_250mA",1939,3.97,0.248
"Seidio1600mAh_N1_0a_250mA",1940,3.97,0.249
"Seidio1600mAh_N1_0a_250mA",1941,3.97,0.251
"Seidio1600mAh_N1_0a_250mA",1942,3.97,0.249
"Seidio1600mAh_N1_0a_250mA",1943,3.97,0.251
"Seidio1600mAh_N1_0a_250mA",1944,3.97,0.251
"Seidio1600mAh_N1_0a_250mA",1945,3.97,0.251
"Seidio1600mAh_N1_0a_250mA",1946,3.97,0.251
"Seidio1600mAh_N1_0a_250mA",1947,3.97,0.248
"Seidio1600mAh_N1_0a_250mA",1948,3.97,0.249
"Seidio1600mAh_N1_0a_250mA",1949,3.97,0.251
"Seidio1600mAh_N1_0a_250mA",1950,3.97,0.248
"Seidio1600mAh_N1_0a_250mA",1951,3.97,0.251
"Seidio1600mAh_N1_0a_250mA",1952,3.97,0.251
"Seidio1600mAh_N1_0a_250mA",1953,3.97,0.249
"Seidio1600mAh_N1_0a_250mA",1954,3.97,0.248
"Seidio1600mAh_N1_0a_250mA",1955,3.97,0.251
"Seidio1600mAh_N1_0a_250mA",1956,3.97,0.251
"Seidio1600mAh_N1_0a_250mA",1957,3.97,0.251
"Seidio1600mAh_N1_0a_250mA",1958,3.97,0.251
"Seidio1600mAh_N1_0a_250mA",1959,3.97,0.251
"Seidio1600mAh_N1_0a_250mA",1960,3.97,0.251
"Seidio1600mAh_N1_0a_250mA",1961,3.97,0.251
"Seidio1600mAh_N1_0a_250mA",1962,3.97,0.248
"Seidio1600mAh_N1_0a_250mA",1963,3.97,0.249
"Seidio1600mAh_N1_0a_250mA",1964,3.97,0.251
"Seidio1600mAh_N1_0a_250mA",1965,3.97,0.249
"Seidio1600mAh_N1_0a_250mA",1966,3.97,0.251
"Seidio1600mAh_N1_0a_250mA",1967,3.97,0.251
"Seidio1600mAh_N1_0a_250mA",1968,3.97,0.251
"Seidio1600mAh_N1_0a_250mA",1969,3.97,0.249
"Seidio1600mAh_N1_0a_250mA",1970,3.97,0.248
"Seidio1600mAh_N1_0a_250mA",1971,3.97,0.251
"Seidio1600mAh_N1_0a_250mA",1972,3.97,0.251
"Seidio1600mAh_N1_0a_250mA",1973,3.97,0.251
"Seidio1600mAh_N1_0a_250mA",1974,3.97,0.249
"Seidio1600mAh_N1_0a_250mA",1975,3.97,0.251
"Seidio1600mAh_N1_0a_250mA",1976,3.97,0.251
"Seidio1600mAh_N1_0a_250mA",1977,3.97,0.249
"Seidio1600mAh_N1_0a_250mA",1978,3.97,0.248
"Seidio1600mAh_N1_0a_250mA",1979,3.97,0.251
"Seidio1600mAh_N1_0a_250mA",1980,3.97,0.251
"Seidio1600mAh_N1_0a_250mA",1981,3.97,0.249
"Seidio1600mAh_N1_0a_250mA",1982,3.97,0.251
"Seidio1600mAh_N1_0a_250mA",1983,3.97,0.251
"Seidio1600mAh_N1_0a_250mA",1984,3.97,0.249
"Seidio1600mAh_N1_0a_250mA",1985,3.97,0.248
"Seidio1600mAh_N1_0a_250mA",1986,3.97,0.251
"Seidio1600mAh_N1_0a_250mA",1987,3.97,0.251
"Seidio1600mAh_N1_0a_250mA",1988,3.97,0.251
"Seidio1600mAh_N1_0a_250mA",1989,3.97,0.251
"Seidio1600mAh_N1_0a_250mA",1990,3.97,0.251
"Seidio1600mAh_N1_0a_250mA",1991,3.97,0.249
"Seidio1600mAh_N1_0a_250mA",1992,3.97,0.248
"Seidio1600mAh_N1_0a_250mA",1993,3.97,0.251
"Seidio1600mAh_N1_0a_250mA",1994,3.97,0.251
"Seidio1600mAh_N1_0a_250mA",1995,3.97,0.251
"Seidio1600mAh_N1_0a_250mA",1996,3.97,0.248
"Seidio1600mAh_N1_0a_250mA",1997,3.97,0.251
"Seidio1600mAh_N1_0a_250mA",1998,3.97,0.251
"Seidio1600mAh_N1_0a_250mA",1999,3.97,0.248
"Seidio1600mAh_N1_0a_250mA",2000,3.97,0.249
"Seidio1600mAh_N1_0a_250mA",2001,3.97,0.251
"Seidio1600mAh_N1_0a_250mA",2002,3.97,0.251
"Seidio1600mAh_N1_0a_250mA",2003,3.97,0.251
"Seidio1600mAh_N1_0a_250mA",2004,3.97,0.249
"Seidio1600mAh_N1_0a_250mA",2005,3.97,0.251
"Seidio1600mAh_N1_0a_250mA",2006,3.97,0.251
"Seidio1600mAh_N1_0a_250mA",2007,3.97,0.251
"Seidio1600mAh_N1_0a_250mA",2008,3.97,0.248
"Seidio1600mAh_N1_0a_250mA",2009,3.97,0.251
"Seidio1600mAh_N1_0a_250mA",2010,3.97,0.251
"Seidio1600mAh_N1_0a_250mA",2011,3.97,0.251
"Seidio1600mAh_N1_0a_250mA",2012,3.97,0.249
"Seidio1600mAh_N1_0a_250mA",2013,3.97,0.251
"Seidio1600mAh_N1_0a_250mA",2014,3.97,0.251
"Seidio1600mAh_N1_0a_250mA",2015,3.97,0.248
"Seidio1600mAh_N1_0a_250mA",2016,3.97,0.251
"Seidio1600mAh_N1_0a_250mA",2017,3.97,0.251
"Seidio1600mAh_N1_0a_250mA",2018,3.97,0.251
"Seidio1600mAh_N1_0a_250mA",2019,3.97,0.251
"Seidio1600mAh_N1_0a_250mA",2020,3.97,0.251
"Seidio1600mAh_N1_0a_250mA",2021,3.97,0.251
"Seidio1600mAh_N1_0a_250mA",2022,3.97,0.248
"Seidio1600mAh_N1_0a_250mA",2023,3.97,0.249
"Seidio1600mAh_N1_0a_250mA",2024,3.97,0.251
"Seidio1600mAh_N1_0a_250mA",2025,3.97,0.251
"Seidio1600mAh_N1_0a_250mA",2026,3.97,0.251
"Seidio1600mAh_N1_0a_250mA",2027,3.97,0.248
"Seidio1600mAh_N1_0a_250mA",2028,3.97,0.251
"Seidio1600mAh_N1_0a_250mA",2029,3.97,0.251
"Seidio1600mAh_N1_0a_250mA",2030,3.97,0.248
"Seidio1600mAh_N1_0a_250mA",2031,3.97,0.251
"Seidio1600mAh_N1_0a_250mA",2032,3.97,0.251
"Seidio1600mAh_N1_0a_250mA",2033,3.97,0.251
"Seidio1600mAh_N1_0a_250mA",2034,3.97,0.251
"Seidio1600mAh_N1_0a_250mA",2035,3.97,0.248
"Seidio1600mAh_N1_0a_250mA",2036,3.97,0.251
"Seidio1600mAh_N1_0a_250mA",2037,3.97,0.251
"Seidio1600mAh_N1_0a_250mA",2038,3.97,0.249
"Seidio1600mAh_N1_0a_250mA",2039,3.97,0.251
"Seidio1600mAh_N1_0a_250mA",2040,3.97,0.251
"Seidio1600mAh_N1_0a_250mA",2041,3.97,0.251
"Seidio1600mAh_N1_0a_250mA",2042,3.97,0.251
"Seidio1600mAh_N1_0a_250mA",2043,3.97,0.248
"Seidio1600mAh_N1_0a_250mA",2044,3.97,0.251
"Seidio1600mAh_N1_0a_250mA",2045,3.97,0.251
"Seidio1600mAh_N1_0a_250mA",2046,3.97,0.248
"Seidio1600mAh_N1_0a_250mA",2047,3.97,0.251
"Seidio1600mAh_N1_0a_250mA",2048,3.97,0.251
"Seidio1600mAh_N1_0a_250mA",2049,3.97,0.251
"Seidio1600mAh_N1_0a_250mA",2050,3.97,0.251
"Seidio1600mAh_N1_0a_250mA",2051,3.97,0.248
"Seidio1600mAh_N1_0a_250mA",2052,3.97,0.251
"Seidio1600mAh_N1_0a_250mA",2053,3.97,0.249
"Seidio1600mAh_N1_0a_250mA",2054,3.97,0.251
"Seidio1600mAh_N1_0a_250mA",2055,3.97,0.251
"Seidio1600mAh_N1_0a_250mA",2056,3.97,0.251
"Seidio1600mAh_N1_0a_250mA",2057,3.97,0.249
"Seidio1600mAh_N1_0a_250mA",2058,3.97,0.248
"Seidio1600mAh_N1_0a_250mA",2059,3.97,0.251
"Seidio1600mAh_N1_0a_250mA",2060,3.97,0.251
"Seidio1600mAh_N1_0a_250mA",2061,3.97,0.251
"Seidio1600mAh_N1_0a_250mA",2062,3.97,0.251
"Seidio1600mAh_N1_0a_250mA",2063,3.97,0.251
"Seidio1600mAh_N1_0a_250mA",2064,3.97,0.251
"Seidio1600mAh_N1_0a_250mA",2065,3.97,0.248
"Seidio1600mAh_N1_0a_250mA",2066,3.97,0.251
"Seidio1600mAh_N1_0a_250mA",2067,3.97,0.251
"Seidio1600mAh_N1_0a_250mA",2068,3.97,0.249
"Seidio1600mAh_N1_0a_250mA",2069,3.97,0.251
"Seidio1600mAh_N1_0a_250mA",2070,3.97,0.251
"Seidio1600mAh_N1_0a_250mA",2071,3.97,0.251
"Seidio1600mAh_N1_0a_250mA",2072,3.97,0.249
"Seidio1600mAh_N1_0a_250mA",2073,3.97,0.248
"Seidio1600mAh_N1_0a_250mA",2074,3.97,0.251
"Seidio1600mAh_N1_0a_250mA",2075,3.97,0.251
"Seidio1600mAh_N1_0a_250mA",2076,3.97,0.249
"Seidio1600mAh_N1_0a_250mA",2077,3.97,0.251
"Seidio1600mAh_N1_0a_250mA",2078,3.97,0.251
"Seidio1600mAh_N1_0a_250mA",2079,3.97,0.251
"Seidio1600mAh_N1_0a_250mA",2080,3.97,0.249
"Seidio1600mAh_N1_0a_250mA",2081,3.97,0.248
"Seidio1600mAh_N1_0a_250mA",2082,3.96,0.251
"Seidio1600mAh_N1_0a_250mA",2083,3.96,0.251
"Seidio1600mAh_N1_0a_250mA",2084,3.96,0.248
"Seidio1600mAh_N1_0a_250mA",2085,3.96,0.251
"Seidio1600mAh_N1_0a_250mA",2086,3.96,0.251
"Seidio1600mAh_N1_0a_250mA",2087,3.96,0.251
"Seidio1600mAh_N1_0a_250mA",2088,3.96,0.248
"Seidio1600mAh_N1_0a_250mA",2089,3.96,0.249
"Seidio1600mAh_N1_0a_250mA",2090,3.96,0.251
"Seidio1600mAh_N1_0a_250mA",2091,3.96,0.251
"Seidio1600mAh_N1_0a_250mA",2092,3.96,0.251
"Seidio1600mAh_N1_0a_250mA",2093,3.96,0.251
"Seidio1600mAh_N1_0a_250mA",2094,3.96,0.251
"Seidio1600mAh_N1_0a_250mA",2095,3.96,0.248
"Seidio1600mAh_N1_0a_250mA",2096,3.96,0.249
"Seidio1600mAh_N1_0a_250mA",2097,3.96,0.251
"Seidio1600mAh_N1_0a_250mA",2098,3.96,0.251
"Seidio1600mAh_N1_0a_250mA",2099,3.96,0.249
"Seidio1600mAh_N1_0a_250mA",2100,3.96,0.251
"Seidio1600mAh_N1_0a_250mA",2101,3.96,0.251
"Seidio1600mAh_N1_0a_250mA",2102,3.96,0.251
"Seidio1600mAh_N1_0a_250mA",2103,3.96,0.248
"Seidio1600mAh_N1_0a_250mA",2104,3.96,0.249
"Seidio1600mAh_N1_0a_250mA",2105,3.96,0.251
"Seidio1600mAh_N1_0a_250mA",2106,3.96,0.251
"Seidio1600mAh_N1_0a_250mA",2107,3.96,0.251
"Seidio1600mAh_N1_0a_250mA",2108,3.96,0.251
"Seidio1600mAh_N1_0a_250mA",2109,3.96,0.251
"Seidio1600mAh_N1_0a_250mA",2110,3.96,0.249
"Seidio1600mAh_N1_0a_250mA",2111,3.96,0.249
"Seidio1600mAh_N1_0a_250mA",2112,3.96,0.249
"Seidio1600mAh_N1_0a_250mA",2113,3.96,0.251
"Seidio1600mAh_N1_0a_250mA",2114,3.96,0.251
"Seidio1600mAh_N1_0a_250mA",2115,3.96,0.248
"Seidio1600mAh_N1_0a_250mA",2116,3.96,0.251
"Seidio1600mAh_N1_0a_250mA",2117,3.96,0.251
"Seidio1600mAh_N1_0a_250mA",2118,3.96,0.248
"Seidio1600mAh_N1_0a_250mA",2119,3.96,0.251
"Seidio1600mAh_N1_0a_250mA",2120,3.96,0.251
"Seidio1600mAh_N1_0a_250mA",2121,3.96,0.251
"Seidio1600mAh_N1_0a_250mA",2122,3.96,0.251
"Seidio1600mAh_N1_0a_250mA",2123,3.96,0.251
"Seidio1600mAh_N1_0a_250mA",2124,3.96,0.251
"Seidio1600mAh_N1_0a_250mA",2125,3.96,0.248
"Seidio1600mAh_N1_0a_250mA",2126,3.96,0.251
"Seidio1600mAh_N1_0a_250mA",2127,3.96,0.251
"Seidio1600mAh_N1_0a_250mA",2128,3.96,0.251
"Seidio1600mAh_N1_0a_250mA",2129,3.96,0.251
"Seidio1600mAh_N1_0a_250mA",2130,3.96,0.249
"Seidio1600mAh_N1_0a_250mA",2131,3.96,0.251
"Seidio1600mAh_N1_0a_250mA",2132,3.96,0.248
"Seidio1600mAh_N1_0a_250mA",2133,3.96,0.249
"Seidio1600mAh_N1_0a_250mA",2134,3.96,0.251
"Seidio1600mAh_N1_0a_250mA",2135,3.96,0.251
"Seidio1600mAh_N1_0a_250mA",2136,3.96,0.251
"Seidio1600mAh_N1_0a_250mA",2137,3.96,0.251
"Seidio1600mAh_N1_0a_250mA",2138,3.96,0.248
"Seidio1600mAh_N1_0a_250mA",2139,3.96,0.251
"Seidio1600mAh_N1_0a_250mA",2140,3.96,0.249
"Seidio1600mAh_N1_0a_250mA",2141,3.96,0.249
"Seidio1600mAh_N1_0a_250mA",2142,3.96,0.251
"Seidio1600mAh_N1_0a_250mA",2143,3.96,0.251
"Seidio1600mAh_N1_0a_250mA",2144,3.96,0.251
"Seidio1600mAh_N1_0a_250mA",2145,3.96,0.249
"Seidio1600mAh_N1_0a_250mA",2146,3.96,0.249
"Seidio1600mAh_N1_0a_250mA",2147,3.96,0.251
"Seidio1600mAh_N1_0a_250mA",2148,3.96,0.248
"Seidio1600mAh_N1_0a_250mA",2149,3.96,0.251
"Seidio1600mAh_N1_0a_250mA",2150,3.96,0.251
"Seidio1600mAh_N1_0a_250mA",2151,3.96,0.251
"Seidio1600mAh_N1_0a_250mA",2152,3.96,0.251
"Seidio1600mAh_N1_0a_250mA",2153,3.96,0.248
"Seidio1600mAh_N1_0a_250mA",2154,3.96,0.251
"Seidio1600mAh_N1_0a_250mA",2155,3.96,0.249
"Seidio1600mAh_N1_0a_250mA",2156,3.96,0.249
"Seidio1600mAh_N1_0a_250mA",2157,3.96,0.251
"Seidio1600mAh_N1_0a_250mA",2158,3.96,0.251
"Seidio1600mAh_N1_0a_250mA",2159,3.96,0.251
"Seidio1600mAh_N1_0a_250mA",2160,3.96,0.248
"Seidio1600mAh_N1_0a_250mA",2161,3.96,0.249
"Seidio1600mAh_N1_0a_250mA",2162,3.96,0.251
"Seidio1600mAh_N1_0a_250mA",2163,3.96,0.251
"Seidio1600mAh_N1_0a_250mA",2164,3.96,0.251
"Seidio1600mAh_N1_0a_250mA",2165,3.96,0.251
"Seidio1600mAh_N1_0a_250mA",2166,3.96,0.251
"Seidio1600mAh_N1_0a_250mA",2167,3.96,0.249
"Seidio1600mAh_N1_0a_250mA",2168,3.96,0.249
"Seidio1600mAh_N1_0a_250mA",2169,3.96,0.249
"Seidio1600mAh_N1_0a_250mA",2170,3.96,0.251
"Seidio1600mAh_N1_0a_250mA",2171,3.96,0.248
"Seidio1600mAh_N1_0a_250mA",2172,3.96,0.251
"Seidio1600mAh_N1_0a_250mA",2173,3.96,0.251
"Seidio1600mAh_N1_0a_250mA",2174,3.96,0.251
"Seidio1600mAh_N1_0a_250mA",2175,3.96,0.251
"Seidio1600mAh_N1_0a_250mA",2176,3.96,0.248
"Seidio1600mAh_N1_0a_250mA",2177,3.96,0.249
"Seidio1600mAh_N1_0a_250mA",2178,3.96,0.251
"Seidio1600mAh_N1_0a_250mA",2179,3.96,0.249
"Seidio1600mAh_N1_0a_250mA",2180,3.96,0.251
"Seidio1600mAh_N1_0a_250mA",2181,3.96,0.251
"Seidio1600mAh_N1_0a_250mA",2182,3.96,0.251
"Seidio1600mAh_N1_0a_250mA",2183,3.96,0.248
"Seidio1600mAh_N1_0a_250mA",2184,3.96,0.249
"Seidio1600mAh_N1_0a_250mA",2185,3.96,0.251
"Seidio1600mAh_N1_0a_250mA",2186,3.96,0.251
"Seidio1600mAh_N1_0a_250mA",2187,3.96,0.249
"Seidio1600mAh_N1_0a_250mA",2188,3.96,0.251
"Seidio1600mAh_N1_0a_250mA",2189,3.96,0.251
"Seidio1600mAh_N1_0a_250mA",2190,3.96,0.249
"Seidio1600mAh_N1_0a_250mA",2191,3.96,0.248
"Seidio1600mAh_N1_0a_250mA",2192,3.96,0.251
"Seidio1600mAh_N1_0a_250mA",2193,3.96,0.251
"Seidio1600mAh_N1_0a_250mA",2194,3.96,0.248
"Seidio1600mAh_N1_0a_250mA",2195,3.96,0.251
"Seidio1600mAh_N1_0a_250mA",2196,3.96,0.251
"Seidio1600mAh_N1_0a_250mA",2197,3.96,0.249
"Seidio1600mAh_N1_0a_250mA",2198,3.96,0.249
"Seidio1600mAh_N1_0a_250mA",2199,3.96,0.249
"Seidio1600mAh_N1_0a_250mA",2200,3.96,0.251
"Seidio1600mAh_N1_0a_250mA",2201,3.96,0.251
"Seidio1600mAh_N1_0a_250mA",2202,3.96,0.248
"Seidio1600mAh_N1_0a_250mA",2203,3.96,0.251
"Seidio1600mAh_N1_0a_250mA",2204,3.96,0.251
"Seidio1600mAh_N1_0a_250mA",2205,3.96,0.251
"Seidio1600mAh_N1_0a_250mA",2206,3.96,0.248
"Seidio1600mAh_N1_0a_250mA",2207,3.96,0.251
"Seidio1600mAh_N1_0a_250mA",2208,3.96,0.251
"Seidio1600mAh_N1_0a_250mA",2209,3.96,0.251
"Seidio1600mAh_N1_0a_250mA",2210,3.96,0.248
"Seidio1600mAh_N1_0a_250mA",2211,3.96,0.251
"Seidio1600mAh_N1_0a_250mA",2212,3.96,0.251
"Seidio1600mAh_N1_0a_250mA",2213,3.96,0.248
"Seidio1600mAh_N1_0a_250mA",2214,3.96,0.249
"Seidio1600mAh_N1_0a_250mA",2215,3.96,0.251
"Seidio1600mAh_N1_0a_250mA",2216,3.96,0.251
"Seidio1600mAh_N1_0a_250mA",2217,3.96,0.251
"Seidio1600mAh_N1_0a_250mA",2218,3.96,0.251
"Seidio1600mAh_N1_0a_250mA",2219,3.96,0.251
"Seidio1600mAh_N1_0a_250mA",2220,3.96,0.248
"Seidio1600mAh_N1_0a_250mA",2221,3.96,0.249
"Seidio1600mAh_N1_0a_250mA",2222,3.96,0.251
"Seidio1600mAh_N1_0a_250mA",2223,3.96,0.251
"Seidio1600mAh_N1_0a_250mA",2224,3.96,0.251
"Seidio1600mAh_N1_0a_250mA",2225,3.96,0.248
"Seidio1600mAh_N1_0a_250mA",2226,3.96,0.251
"Seidio1600mAh_N1_0a_250mA",2227,3.96,0.249
"Seidio1600mAh_N1_0a_250mA",2228,3.96,0.249
"Seidio1600mAh_N1_0a_250mA",2229,3.96,0.251
"Seidio1600mAh_N1_0a_250mA",2230,3.96,0.251
"Seidio1600mAh_N1_0a_250mA",2231,3.96,0.251
"Seidio1600mAh_N1_0a_250mA",2232,3.96,0.248
"Seidio1600mAh_N1_0a_250mA",2233,3.96,0.251
"Seidio1600mAh_N1_0a_250mA",2234,3.96,0.251
"Seidio1600mAh_N1_0a_250mA",2235,3.96,0.248
"Seidio1600mAh_N1_0a_250mA",2236,3.96,0.249
"Seidio1600mAh_N1_0a_250mA",2237,3.96,0.251
"Seidio1600mAh_N1_0a_250mA",2238,3.96,0.251
"Seidio1600mAh_N1_0a_250mA",2239,3.96,0.251
"Seidio1600mAh_N1_0a_250mA",2240,3.96,0.249
"Seidio1600mAh_N1_0a_250mA",2241,3.96,0.248
"Seidio1600mAh_N1_0a_250mA",2242,3.96,0.251
"Seidio1600mAh_N1_0a_250mA",2243,3.96,0.248
"Seidio1600mAh_N1_0a_250mA",2244,3.96,0.251
"Seidio1600mAh_N1_0a_250mA",2245,3.96,0.251
"Seidio1600mAh_N1_0a_250mA",2246,3.96,0.251
"Seidio1600mAh_N1_0a_250mA",2247,3.96,0.251
"Seidio1600mAh_N1_0a_250mA",2248,3.96,0.248
"Seidio1600mAh_N1_0a_250mA",2249,3.96,0.249
"Seidio1600mAh_N1_0a_250mA",2250,3.96,0.251
"Seidio1600mAh_N1_0a_250mA",2251,3.96,0.249
"Seidio1600mAh_N1_0a_250mA",2252,3.96,0.251
"Seidio1600mAh_N1_0a_250mA",2253,3.96,0.251
"Seidio1600mAh_N1_0a_250mA",2254,3.96,0.251
"Seidio1600mAh_N1_0a_250mA",2255,3.96,0.251
"Seidio1600mAh_N1_0a_250mA",2256,3.96,0.248
"Seidio1600mAh_N1_0a_250mA",2257,3.96,0.251
"Seidio1600mAh_N1_0a_250mA",2258,3.96,0.249
"Seidio1600mAh_N1_0a_250mA",2259,3.96,0.251
"Seidio1600mAh_N1_0a_250mA",2260,3.96,0.251
"Seidio1600mAh_N1_0a_250mA",2261,3.96,0.251
"Seidio1600mAh_N1_0a_250mA",2262,3.96,0.251
"Seidio1600mAh_N1_0a_250mA",2263,3.96,0.248
"Seidio1600mAh_N1_0a_250mA",2264,3.96,0.251
"Seidio1600mAh_N1_0a_250mA",2265,3.96,0.251
"Seidio1600mAh_N1_0a_250mA",2266,3.96,0.248
"Seidio1600mAh_N1_0a_250mA",2267,3.96,0.251
"Seidio1600mAh_N1_0a_250mA",2268,3.96,0.251
"Seidio1600mAh_N1_0a_250mA",2269,3.96,0.251
"Seidio1600mAh_N1_0a_250mA",2270,3.96,0.249
"Seidio1600mAh_N1_0a_250mA",2271,3.96,0.248
"Seidio1600mAh_N1_0a_250mA",2272,3.96,0.251
"Seidio1600mAh_N1_0a_250mA",2273,3.96,0.251
"Seidio1600mAh_N1_0a_250mA",2274,3.96,0.248
"Seidio1600mAh_N1_0a_250mA",2275,3.96,0.251
"Seidio1600mAh_N1_0a_250mA",2276,3.96,0.251
"Seidio1600mAh_N1_0a_250mA",2277,3.96,0.251
"Seidio1600mAh_N1_0a_250mA",2278,3.96,0.249
"Seidio1600mAh_N1_0a_250mA",2279,3.96,0.248
"Seidio1600mAh_N1_0a_250mA",2280,3.96,0.251
"Seidio1600mAh_N1_0a_250mA",2281,3.96,0.251
"Seidio1600mAh_N1_0a_250mA",2282,3.96,0.249
"Seidio1600mAh_N1_0a_250mA",2283,3.96,0.251
"Seidio1600mAh_N1_0a_250mA",2284,3.96,0.251
"Seidio1600mAh_N1_0a_250mA",2285,3.96,0.249
"Seidio1600mAh_N1_0a_250mA",2286,3.96,0.248
"Seidio1600mAh_N1_0a_250mA",2287,3.96,0.251
"Seidio1600mAh_N1_0a_250mA",2288,3.96,0.251
"Seidio1600mAh_N1_0a_250mA",2289,3.96,0.249
"Seidio1600mAh_N1_0a_250mA",2290,3.96,0.251
"Seidio1600mAh_N1_0a_250mA",2291,3.96,0.251
"Seidio1600mAh_N1_0a_250mA",2292,3.96,0.251
"Seidio1600mAh_N1_0a_250mA",2293,3.96,0.248
"Seidio1600mAh_N1_0a_250mA",2294,3.96,0.249
"Seidio1600mAh_N1_0a_250mA",2295,3.96,0.251
"Seidio1600mAh_N1_0a_250mA",2296,3.96,0.251
"Seidio1600mAh_N1_0a_250mA",2297,3.96,0.248
